tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun_awal,tahun_akhir,growth_daerah,growth_pembanding,share_daerah,share_pembanding,kuadran,kategori_kuadran
kabupaten,16,1672,16,2024,2025,4.59,5.35,1.96,0.71,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1672,17,2024,2025,4.64,5.35,2.25,0.77,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,1,2021,2022,-1.97,5.24,0.44,16.57,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,2,2021,2022,0.84,5.24,0,22.3,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,3,2021,2022,5.03,5.24,34.46,18.43,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,4,2021,2022,3.1,5.24,0.17,0.12,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,5,2021,2022,1,5.24,0.27,0.11,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,6,2021,2022,3.41,5.24,15.01,10.81,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,7,2021,2022,7.26,5.24,14.97,11.25,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,8,2021,2022,11.3,5.24,4.01,1.94,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,9,2021,2022,14.53,5.24,2.74,1.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,10,2021,2022,6.38,5.24,10.37,4.08,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,11,2021,2022,-0.74,5.24,4.42,2.25,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,12,2021,2022,4.44,5.24,5.18,3.31,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,13,2021,2022,3.29,5.24,0.16,0.11,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,14,2021,2022,4.95,5.24,2.7,3.1,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,15,2021,2022,2.33,5.24,3.15,2.56,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,16,2021,2022,5.07,5.24,0.86,0.73,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,17,2021,2022,2.36,5.24,1.09,0.81,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,1,2022,2023,1.63,5.08,0.42,16.11,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,2,2022,2023,-0.62,5.08,0,22.91,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,3,2022,2023,3.2,5.08,33.83,18.22,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,4,2022,2023,6.98,5.08,0.17,0.12,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,5,2022,2023,2.04,5.08,0.26,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,6,2022,2023,3.11,5.08,14.72,10.65,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,7,2022,2023,8.56,5.08,15.46,11.47,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,8,2022,2023,9.91,5.08,4.19,1.99,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,9,2022,2023,14.92,5.08,2.99,1.64,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,10,2022,2023,6.92,5.08,10.54,4.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,11,2022,2023,4.91,5.08,4.41,2.24,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,12,2022,2023,5.15,5.08,5.18,3.29,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,13,2022,2023,2.2,5.08,0.16,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,14,2022,2023,4.06,5.08,2.68,3.06,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,15,2022,2023,3.17,5.08,3.1,2.49,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,16,2022,2023,0.01,5.08,0.82,0.69,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,17,2022,2023,2.1,5.08,1.06,0.79,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,1,2023,2024,0.9,5.03,0.41,15.71,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,2,2023,2024,2.09,5.03,0,22.53,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,3,2023,2024,2.66,5.03,33.04,18.13,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,4,2023,2024,8.1,5.03,0.18,0.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,5,2023,2024,2.37,5.03,0.25,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,6,2023,2024,4.68,5.03,14.66,10.74,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,7,2023,2024,7.5,5.03,15.81,11.74,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,8,2023,2024,2.96,5.03,4.11,1.96,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,9,2023,2024,8.33,5.03,3.08,1.71,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,10,2023,2024,8.12,5.03,10.84,4.28,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,11,2023,2024,6.26,5.03,4.46,2.29,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,12,2023,2024,7.27,5.03,5.29,3.38,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,13,2023,2024,4.77,5.03,0.16,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,14,2023,2024,7.59,5.03,2.74,3.18,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1671,15,2023,2024,4.94,5.03,3.09,2.54,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,16,2023,2024,6.35,5.03,0.83,0.71,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,17,2023,2024,5.67,5.03,1.06,0.78,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,1,2024,2025,4.97,5.35,0.4,15.77,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,2,2024,2025,2.46,5.35,0,22.12,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,3,2024,2025,3.58,5.35,32.41,18,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,4,2024,2025,8.75,5.35,0.18,0.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,5,2024,2025,0.69,5.35,0.24,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,6,2024,2025,6,5.35,14.72,10.81,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,7,2024,2025,8.49,5.35,16.24,12.09,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,8,2024,2025,4.91,5.35,4.08,1.95,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,9,2024,2025,10.14,5.35,3.21,1.78,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,10,2024,2025,6.7,5.35,10.96,4.31,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,11,2024,2025,5.05,5.35,4.43,2.27,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,12,2024,2025,7.65,5.35,5.39,3.46,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,13,2024,2025,6.5,5.35,0.16,0.11,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,14,2024,2025,1.93,5.35,2.64,3.12,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1671,15,2024,2025,4.13,5.35,3.05,2.51,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1671,16,2024,2025,5.62,5.35,0.83,0.71,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1671,17,2024,2025,4.46,5.35,1.05,0.77,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,1,2021,2022,2.19,5.24,7.27,16.57,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,2,2021,2022,-0.52,5.24,10.68,22.3,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,3,2021,2022,5.27,5.24,8.72,18.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,4,2021,2022,4.36,5.24,0.19,0.12,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,5,2021,2022,4.24,5.24,0.04,0.11,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,6,2021,2022,3.86,5.24,16.51,10.81,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,7,2021,2022,9.22,5.24,22.86,11.25,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,8,2021,2022,9.73,5.24,2.77,1.94,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,9,2021,2022,12.86,5.24,3.54,1.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,10,2021,2022,6.69,5.24,1.63,4.08,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,11,2021,2022,1.01,5.24,4.64,2.25,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,12,2021,2022,4.3,5.24,8.96,3.31,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,13,2021,2022,5.22,5.24,0.7,0.11,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,14,2021,2022,3.23,5.24,4.13,3.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,15,2021,2022,5.88,5.24,3.55,2.56,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,16,2021,2022,5.63,5.24,3.23,0.73,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,17,2021,2022,5.02,5.24,0.57,0.81,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,1,2022,2023,1.62,5.08,7.05,16.11,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,2,2022,2023,2.77,5.08,10.47,22.91,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,3,2022,2023,5.19,5.08,8.75,18.22,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,4,2022,2023,7.63,5.08,0.19,0.12,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,5,2022,2023,-0.81,5.08,0.04,0.1,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,6,2022,2023,3.77,5.08,16.35,10.65,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,7,2022,2023,7.75,5.08,23.5,11.47,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,8,2022,2023,6.27,5.08,2.81,1.99,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,9,2022,2023,9.24,5.08,3.68,1.64,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,10,2022,2023,7.55,5.08,1.68,4.13,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,11,2022,2023,2.43,5.08,4.54,2.24,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,12,2022,2023,4.36,5.08,8.92,3.29,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,13,2022,2023,6.09,5.08,0.71,0.1,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,14,2022,2023,3.29,5.08,4.07,3.06,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,15,2022,2023,5.06,5.08,3.56,2.49,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,16,2022,2023,0.03,5.08,3.09,0.69,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,17,2022,2023,7.15,5.08,0.58,0.79,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,1,2023,2024,3.85,5.03,6.97,15.71,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,2,2023,2024,2.87,5.03,10.26,22.53,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,3,2023,2024,5.26,5.03,8.77,18.13,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,4,2023,2024,6.67,5.03,0.2,0.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,5,2023,2024,2.05,5.03,0.04,0.1,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,6,2023,2024,4.25,5.03,16.23,10.74,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,7,2023,2024,6.59,5.03,23.85,11.74,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,8,2023,2024,0.5,5.03,2.69,1.96,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,9,2023,2024,7.07,5.03,3.76,1.71,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,10,2023,2024,6.95,5.03,1.71,4.28,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,11,2023,2024,4.75,5.03,4.52,2.29,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,12,2023,2024,5.22,5.03,8.94,3.38,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,13,2023,2024,5.7,5.03,0.71,0.1,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,14,2023,2024,5.03,5.03,4.07,3.18,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,15,2023,2024,5.87,5.03,3.59,2.54,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,16,2023,2024,5.3,5.03,3.1,0.71,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,17,2023,2024,5.63,5.03,0.59,0.78,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,1,2024,2025,3.75,5.35,6.87,15.77,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,2,2024,2025,1.13,5.35,9.85,22.12,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,3,2024,2025,6.38,5.35,8.86,18,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,4,2024,2025,5.93,5.35,0.2,0.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,5,2024,2025,-0.4,5.35,0.04,0.1,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,16,1674,6,2024,2025,5.13,5.35,16.2,10.81,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,7,2024,2025,7.49,5.35,24.33,12.09,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,8,2024,2025,5.54,5.35,2.69,1.95,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,9,2024,2025,9.28,5.35,3.9,1.78,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,10,2024,2025,6.65,5.35,1.73,4.31,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,16,1674,11,2024,2025,3.95,5.35,4.46,2.27,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,12,2024,2025,5.67,5.35,8.97,3.46,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,13,2024,2025,6.51,5.35,0.72,0.11,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,14,2024,2025,1.35,5.35,3.91,3.12,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,16,1674,15,2024,2025,5.43,5.35,3.59,2.51,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,16,2024,2025,5.79,5.35,3.11,0.71,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,16,1674,17,2024,2025,5.73,5.35,0.59,0.77,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,1,2021,2022,4.02,4.31,32.73,27.44,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,2,2021,2022,1.36,4.31,2.23,3.18,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,3,2021,2022,2.8,4.31,3.06,5.74,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,4,2021,2022,6.96,4.31,0.11,0.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,5,2021,2022,4.17,4.31,0.15,0.21,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,6,2021,2022,1.53,4.31,4.91,4.52,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,7,2021,2022,4.36,4.31,16.9,15.78,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,8,2021,2022,6.24,4.31,6.6,8.5,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,9,2021,2022,8.56,4.31,2.01,1.77,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,10,2021,2022,8.13,4.31,3.92,5.19,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,11,2021,2022,-2.79,4.31,6,3.3,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,12,2021,2022,2.9,4.31,4.33,4.3,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,13,2021,2022,12.58,4.31,0.27,2.27,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,14,2021,2022,-0.14,4.31,9.34,8.61,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,15,2021,2022,5.02,4.31,5.22,6.28,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,16,2021,2022,3.73,4.31,1.56,1.94,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,17,2021,2022,7.99,4.31,0.65,0.85,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,1,2022,2023,1.38,4.26,32.16,26.87,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,2,2022,2023,5.39,4.26,2.28,3.29,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,3,2022,2023,-0.7,4.26,2.94,5.6,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,4,2022,2023,4.82,4.26,0.11,0.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,5,2022,2023,6.33,4.26,0.16,0.22,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,6,2022,2023,5.46,4.26,5.02,4.55,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,7,2022,2023,2.86,4.26,16.84,15.6,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,8,2022,2023,5.33,4.26,6.73,8.74,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,9,2022,2023,9.17,4.26,2.13,1.87,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,10,2022,2023,9.69,4.26,4.17,5.46,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,11,2022,2023,-6.72,4.26,5.43,3,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,12,2022,2023,5.48,4.26,4.42,4.34,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,13,2022,2023,7.77,4.26,0.28,2.34,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,14,2022,2023,6.8,4.26,9.67,8.77,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,15,2022,2023,5.21,4.26,5.33,6.32,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,16,2022,2023,9,4.26,1.65,2.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,17,2022,2023,7.44,4.26,0.68,0.89,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,1,2023,2024,1.86,4.64,31.38,26.34,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,2,2023,2024,5.6,4.64,2.31,3.23,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,3,2023,2024,3.16,4.64,2.91,5.43,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,4,2023,2024,5.06,4.64,0.11,0.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,5,2023,2024,4.08,4.64,0.16,0.22,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,6,2023,2024,6.22,4.64,5.11,4.59,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,7,2023,2024,2.52,4.64,16.55,15.41,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,8,2023,2024,3.68,4.64,6.69,8.68,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,9,2023,2024,9.71,4.64,2.24,1.95,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,10,2023,2024,9.25,4.64,4.37,5.7,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,11,2023,2024,6.65,4.64,5.55,3.02,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,12,2023,2024,4.62,4.64,4.44,4.33,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,13,2023,2024,8.21,4.64,0.29,2.42,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,14,2023,2024,8.58,4.64,10.06,9.08,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,15,2023,2024,6.58,4.64,5.44,6.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,16,2023,2024,8.21,4.64,1.71,2.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,17,2023,2024,9.06,4.64,0.71,0.93,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,1,2024,2025,3.55,4.8,31.09,26.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,2,2024,2025,5.2,4.8,2.32,2.96,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,3,2024,2025,10.39,4.8,3.07,5.67,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,4,2024,2025,4.16,4.8,0.11,0.11,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,5,2024,2025,-1.05,4.8,0.15,0.21,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,6,2024,2025,1.74,4.8,4.97,4.52,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,7,2024,2025,3.12,4.8,16.32,15.18,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,8,2024,2025,8.02,4.8,6.91,8.66,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,9,2024,2025,10.86,4.8,2.37,2.08,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,10,2024,2025,8.22,4.8,4.52,5.91,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,11,2024,2025,7.42,4.8,5.7,3.16,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,12,2024,2025,5.48,4.8,4.48,4.35,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1701,13,2024,2025,7.08,4.8,0.29,2.49,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,14,2024,2025,0.48,4.8,9.67,8.81,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1701,15,2024,2025,6.97,4.8,5.56,6.58,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1701,16,2024,2025,4.55,4.8,1.71,2.16,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1701,17,2024,2025,10.16,4.8,0.75,0.99,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,1,2021,2022,4.5,4.31,29.95,27.44,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1709,2,2021,2022,1.12,4.31,13.92,3.18,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1709,3,2021,2022,3.01,4.31,14.47,5.74,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1709,4,2021,2022,8.22,4.31,0.05,0.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,5,2021,2022,5.72,4.31,0.12,0.21,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,6,2021,2022,1.9,4.31,4.48,4.52,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1709,7,2021,2022,5.14,4.31,8.34,15.78,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,8,2021,2022,7.17,4.31,1.28,8.5,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,9,2021,2022,7.58,4.31,2.11,1.77,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,17,1709,10,2021,2022,7.43,4.31,0.77,5.19,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,11,2021,2022,-0.86,4.31,2.52,3.3,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1709,12,2021,2022,3.5,4.31,4.14,4.3,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,17,1709,13,2021,2022,11.07,4.31,0.09,2.27,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,14,2021,2022,0.16,4.31,14.77,8.61,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1709,15,2021,2022,4.41,4.31,2.13,6.28,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,16,2021,2022,4.63,4.31,0.58,1.94,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,17,2021,2022,8.82,4.31,0.29,0.85,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,17,1709,1,2022,2023,1.73,4.26,29.35,26.87,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,17,1709,2,2022,2023,7.73,4.26,14.44,3.29,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
