tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun_awal,tahun_akhir,growth_daerah,growth_pembanding,share_daerah,share_pembanding,kuadran,kategori_kuadran
kabupaten,12,1224,9,2024,2025,7.83,2.95,2.71,2.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1224,10,2024,2025,3.59,2.95,0.48,3.54,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1224,11,2024,2025,3.06,2.95,1.82,2.89,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1224,12,2024,2025,1.78,2.95,3.13,4.5,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1224,13,2024,2025,2.38,2.95,0.06,0.97,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1224,14,2024,2025,3.55,2.95,6.3,2.98,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1224,15,2024,2025,4.42,2.95,2.15,2.18,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1224,16,2024,2025,2.9,2.95,0.87,0.99,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1224,17,2024,2025,4.4,2.95,0.27,0.55,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,1,2021,2022,2.96,4.73,57.85,25.93,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,2,2021,2022,2.33,4.73,3.32,1.26,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,3,2021,2022,0,4.73,0.23,17.41,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,4,2021,2022,0,4.73,0.15,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,6,2021,2022,2.75,4.73,8.46,12.27,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,7,2021,2022,4.61,4.73,12.01,18.31,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,8,2021,2022,5.26,4.73,1.51,4.27,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,9,2021,2022,4.76,4.73,1.66,2.22,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,10,2021,2022,0,4.73,0.53,3.26,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,11,2021,2022,0,4.73,1.74,2.9,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,12,2021,2022,3.23,4.73,2.42,4.32,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,13,2021,2022,0,4.73,0.08,0.89,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,14,2021,2022,0,4.73,7.25,3.15,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,15,2021,2022,4.17,4.73,1.89,2.1,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,16,2021,2022,0,4.73,0.68,0.93,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,17,2021,2022,0,4.73,0.23,0.52,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,1,2022,2023,2.61,5.01,57.25,25.45,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,2,2022,2023,9.09,5.01,3.5,1.25,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1225,3,2022,2023,0,5.01,0.22,17.16,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,4,2022,2023,0,5.01,0.15,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,6,2022,2023,6.25,5.01,8.67,12.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,7,2022,2023,5.03,5.01,12.16,18.45,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,8,2022,2023,5,5.01,1.53,4.6,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,9,2022,2023,4.55,5.01,1.68,2.33,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,10,2022,2023,0,5.01,0.51,3.35,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,11,2022,2023,8.7,5.01,1.82,2.91,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,12,2022,2023,3.13,5.01,2.4,4.25,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,13,2022,2023,0,5.01,0.07,0.91,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,14,2022,2023,3.13,5.01,7.21,3.05,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,15,2022,2023,4,5.01,1.89,2.14,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,16,2022,2023,11.11,5.01,0.73,0.94,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,17,2022,2023,0,5.01,0.22,0.54,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,1,2023,2024,3.18,5.03,56.91,25.13,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,2,2023,2024,4.17,5.03,3.51,1.24,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,3,2023,2024,0,5.03,0.21,17.09,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,4,2023,2024,0,5.03,0.14,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,6,2023,2024,5.88,5.03,8.84,12.61,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,7,2023,2024,4.79,5.03,12.28,18.35,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,8,2023,2024,0,5.03,1.47,4.66,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,9,2023,2024,4.35,5.03,1.68,2.49,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,10,2023,2024,14.29,5.03,0.56,3.42,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,11,2023,2024,0,5.03,1.75,2.88,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,12,2023,2024,3.03,5.03,2.39,4.26,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,13,2023,2024,0,5.03,0.07,0.91,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,14,2023,2024,6.06,5.03,7.37,3.08,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1225,15,2023,2024,3.85,5.03,1.89,2.16,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,16,2023,2024,0,5.03,0.7,0.94,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,17,2023,2024,0,5.03,0.21,0.55,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,1,2024,2025,2.84,2.95,57.16,25.6,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,2,2024,2025,2,2.95,3.5,1.22,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,3,2024,2025,0,2.95,0.21,17.18,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,4,2024,2025,0,2.95,0.14,0.14,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,6,2024,2025,0,2.95,8.64,12.24,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,7,2024,2025,1.14,2.95,12.13,18.92,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,8,2024,2025,9.52,2.95,1.58,3.47,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,9,2024,2025,4.17,2.95,1.71,2.52,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,10,2024,2025,0,2.95,0.55,3.54,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,11,2024,2025,4,2.95,1.78,2.89,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,12,2024,2025,5.88,2.95,2.47,4.5,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,13,2024,2025,0,2.95,0.07,0.97,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,14,2024,2025,0,2.95,7.2,2.98,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1225,15,2024,2025,3.7,2.95,1.92,2.18,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1225,16,2024,2025,0,2.95,0.69,0.99,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1225,17,2024,2025,33.33,2.95,0.27,0.55,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1271,1,2021,2022,1.04,4.73,0.84,25.93,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,2,2021,2022,1.58,4.73,0,1.26,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,3,2021,2022,2.19,4.73,13,17.41,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,4,2021,2022,3.34,4.73,0.12,0.14,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,5,2021,2022,3.23,4.73,0.19,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,6,2021,2022,2.66,4.73,19.3,12.27,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,7,2021,2022,4.78,4.73,26.45,18.31,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,8,2021,2022,11.67,4.73,5.58,4.27,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,9,2021,2022,10.84,4.73,2.42,2.22,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,10,2021,2022,9.25,4.73,8.19,3.26,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,11,2021,2022,2.6,4.73,6.07,2.9,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,12,2021,2022,4.25,4.73,8.04,4.32,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,13,2021,2022,10.87,4.73,2.44,0.89,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,14,2021,2022,-0.78,4.73,1.65,3.15,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,15,2021,2022,3.57,4.73,3.03,2.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,16,2021,2022,5.65,4.73,1.55,0.93,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,17,2021,2022,8.33,4.73,1.13,0.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,1,2022,2023,2.68,5.01,0.82,25.45,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,2,2022,2023,4.66,5.01,0,1.25,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,3,2022,2023,2.66,5.01,12.71,17.16,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,4,2022,2023,2.84,5.01,0.11,0.14,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,5,2022,2023,1.9,5.01,0.18,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,6,2022,2023,4.41,5.01,19.18,12.43,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,7,2022,2023,5.28,5.01,26.51,18.45,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,8,2022,2023,11.16,5.01,5.9,4.6,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,9,2022,2023,12.65,5.01,2.6,2.33,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,10,2022,2023,8.23,5.01,8.44,3.35,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,11,2022,2023,2.43,5.01,5.92,2.91,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,12,2022,2023,2.63,5.01,7.85,4.25,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,13,2022,2023,7.76,5.01,2.5,0.91,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,14,2022,2023,-4.16,5.01,1.51,3.05,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,15,2022,2023,6.26,5.01,3.07,2.14,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,16,2022,2023,1.89,5.01,1.5,0.94,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,17,2022,2023,10.38,5.01,1.19,0.54,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,1,2023,2024,1.55,5.03,0.79,25.13,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,2,2023,2024,1.49,5.03,0,1.24,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,3,2023,2024,3.2,5.03,12.48,17.09,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,4,2023,2024,5.8,5.03,0.11,0.14,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1271,5,2023,2024,1.02,5.03,0.18,0.09,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,6,2023,2024,5.32,5.03,19.23,12.61,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,7,2023,2024,2.97,5.03,25.98,18.35,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,8,2023,2024,9.51,5.03,6.15,4.66,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,9,2023,2024,14.5,5.03,2.83,2.49,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,10,2023,2024,7.67,5.03,8.65,3.42,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,11,2023,2024,3.38,5.03,5.82,2.88,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,12,2023,2024,5.68,5.03,7.9,4.26,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,13,2023,2024,9.18,5.03,2.6,0.91,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,14,2023,2024,1.91,5.03,1.46,3.08,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,15,2023,2024,5.13,5.03,3.07,2.16,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,16,2023,2024,5.71,5.03,1.51,0.94,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,17,2023,2024,8.71,5.03,1.23,0.55,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,1,2024,2025,4.71,2.95,0.79,25.6,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1271,2,2024,2025,3.41,2.95,0,1.22,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1271,3,2024,2025,2.9,2.95,12.22,17.18,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,4,2024,2025,0.42,2.95,0.11,0.14,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,5,2024,2025,8.32,2.95,0.18,0.1,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,6,2024,2025,-0.21,2.95,18.26,12.24,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,7,2024,2025,7.39,2.95,26.54,18.92,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,8,2024,2025,11.24,2.95,6.51,3.47,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,9,2024,2025,3.2,2.95,2.78,2.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,10,2024,2025,6.12,2.95,8.74,3.54,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,11,2024,2025,4.07,2.95,5.77,2.89,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,12,2024,2025,8.31,2.95,8.14,4.5,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,13,2024,2025,11.17,2.95,2.75,0.97,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,14,2024,2025,1.82,2.95,1.42,2.98,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1271,15,2024,2025,2.93,2.95,3,2.18,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1271,16,2024,2025,8.7,2.95,1.56,0.99,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1271,17,2024,2025,5.08,2.95,1.23,0.55,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,1,2021,2022,1.31,4.73,1.66,25.93,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,2,2021,2022,0,4.73,0.01,1.26,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,3,2021,2022,1.78,4.73,19.73,17.41,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,4,2021,2022,4.08,4.73,0.32,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,5,2021,2022,1.81,4.73,0.3,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,6,2021,2022,2.13,4.73,8.76,12.27,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,7,2021,2022,5.77,4.73,27.91,18.31,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,8,2021,2022,3.07,4.73,7.38,4.27,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,9,2021,2022,6.15,4.73,5.71,2.22,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,10,2021,2022,2.66,4.73,2.46,3.26,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,11,2021,2022,3.57,4.73,3.95,2.9,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,12,2021,2022,2.92,4.73,6.78,4.32,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,13,2021,2022,4.18,4.73,0.89,0.89,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,14,2021,2022,-0.04,4.73,4.62,3.15,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,15,2021,2022,2.8,4.73,7.75,2.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,16,2021,2022,4.61,4.73,1.2,0.93,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,17,2021,2022,4.08,4.73,0.57,0.52,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,1,2022,2023,-0.06,5.01,1.59,25.45,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,2,2022,2023,2.08,5.01,0.01,1.25,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,3,2022,2023,-0.98,5.01,18.74,17.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,4,2022,2023,1.79,5.01,0.31,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,5,2022,2023,1.58,5.01,0.29,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,6,2022,2023,7.04,5.01,9,12.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1272,7,2022,2023,4.99,5.01,28.11,18.45,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,8,2022,2023,6.79,5.01,7.56,4.6,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,9,2022,2023,6.75,5.01,5.85,2.33,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,10,2022,2023,5.31,5.01,2.48,3.35,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1272,11,2022,2023,3.23,5.01,3.91,2.91,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,12,2022,2023,4.16,5.01,6.78,4.25,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,13,2022,2023,4.29,5.01,0.89,0.91,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,14,2022,2023,9.83,5.01,4.87,3.05,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,15,2022,2023,4.96,5.01,7.8,2.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,16,2022,2023,4.94,5.01,1.21,0.94,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,17,2022,2023,5.92,5.01,0.58,0.54,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,1,2023,2024,1.82,5.03,1.55,25.13,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,2,2023,2024,2.04,5.03,0.01,1.24,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,3,2023,2024,-1.25,5.03,17.7,17.09,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,4,2023,2024,1.51,5.03,0.31,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,5,2023,2024,0.36,5.03,0.28,0.09,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,6,2023,2024,6.36,5.03,9.15,12.61,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1272,7,2023,2024,7.37,5.03,28.86,18.35,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,8,2023,2024,4.08,5.03,7.53,4.66,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,9,2023,2024,6.65,5.03,5.96,2.49,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,10,2023,2024,5.83,5.03,2.51,3.42,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1272,11,2023,2024,5.34,5.03,3.94,2.88,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,12,2023,2024,6.17,5.03,6.88,4.26,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,13,2023,2024,2.62,5.03,0.87,0.91,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,14,2023,2024,6.14,5.03,4.94,3.08,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,15,2023,2024,3.59,5.03,7.73,2.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,16,2023,2024,4.78,5.03,1.21,0.94,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,17,2023,2024,5.05,5.03,0.58,0.55,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,1,2024,2025,3.77,2.95,1.55,25.6,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1272,2,2024,2025,0,2.95,0.01,1.22,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,3,2024,2025,0.94,2.95,17.16,17.18,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,4,2024,2025,1.06,2.95,0.3,0.14,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,5,2024,2025,1.05,2.95,0.27,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,6,2024,2025,3.32,2.95,9.08,12.24,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1272,7,2024,2025,7.7,2.95,29.86,18.92,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,8,2024,2025,5.08,2.95,7.6,3.47,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,9,2024,2025,6.16,2.95,6.08,2.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,10,2024,2025,1.91,2.95,2.46,3.54,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,11,2024,2025,2.66,2.95,3.89,2.89,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,12,2024,2025,4.23,2.95,6.89,4.5,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,13,2024,2025,1.73,2.95,0.85,0.97,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1272,14,2024,2025,-1.24,2.95,4.69,2.98,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,15,2024,2025,1.63,2.95,7.54,2.18,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1272,16,2024,2025,3.93,2.95,1.21,0.99,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1272,17,2024,2025,2.15,2.95,0.57,0.55,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1273,1,2021,2022,1.97,4.73,18.45,25.93,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1273,2,2021,2022,0,4.73,0,1.26,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1273,3,2021,2022,4.09,4.73,4.64,17.41,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1273,4,2021,2022,3.93,4.73,0.13,0.14,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1273,5,2021,2022,4.17,4.73,0.32,0.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1273,6,2021,2022,1.98,4.73,11.08,12.27,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,12,1273,7,2021,2022,5.66,4.73,27.74,18.31,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1273,8,2021,2022,7.26,4.73,9.13,4.27,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1273,9,2021,2022,8.86,4.73,5.24,2.22,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1273,10,2021,2022,5.29,4.73,1.76,3.26,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1273,11,2021,2022,4.75,4.73,2.58,2.9,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1273,12,2021,2022,3.1,4.73,4.66,4.32,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1273,13,2021,2022,8.86,4.73,0.56,0.89,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1273,14,2021,2022,-0.13,4.73,7.03,3.15,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1273,15,2021,2022,4.56,4.73,5.03,2.1,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,12,1273,16,2021,2022,4.8,4.73,1.28,0.93,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,12,1273,17,2021,2022,8.15,4.73,0.37,0.52,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,12,1273,1,2022,2023,2.26,5.01,18.11,25.45,"Kuadran IV","Sektor Relatif Tertinggal"
