kab_id,sektor_id,tahun,nilai
21.03,16,2024,53640000000
21.03,17,2024,11040000000
21.03,1,2025,1803100000000
21.03,2,2025,11297790000000
21.03,3,2025,120700000000
21.03,4,2025,14000000000
21.03,5,2025,1140000000
21.03,6,2025,1061630000000
21.03,7,2025,559300000000
21.03,8,2025,92910000000
21.03,9,2025,81270000000
21.03,10,2025,126780000000
21.03,11,2025,23100000000
21.03,12,2025,126100000000
21.03,13,2025,30000000
21.03,14,2025,348570000000
21.03,15,2025,29670000000
21.03,16,2025,57340000000
21.03,17,2025,11360000000
21.05,1,2021,634700000000
21.05,2,2021,9056280000000
21.05,3,2021,16080000000
21.05,4,2021,6700000000
21.05,5,2021,320000000
21.05,6,2021,667750000000
21.05,7,2021,262870000000
21.05,8,2021,14270000000
21.05,9,2021,11640000000
21.05,10,2021,66700000000
21.05,11,2021,16650000000
21.05,12,2021,73990000000
21.05,13,2021,20000000
21.05,14,2021,223730000000
21.05,15,2021,23290000000
21.05,16,2021,26410000000
21.05,17,2021,7090000000
21.05,1,2022,645370000000
21.05,2,2022,8991520000000
21.05,3,2022,16580000000
21.05,4,2022,6890000000
21.05,5,2022,340000000
21.05,6,2022,686890000000
21.05,7,2022,289560000000
21.05,8,2022,15760000000
21.05,9,2022,12910000000
21.05,10,2022,68810000000
21.05,11,2022,16860000000
21.05,12,2022,76350000000
21.05,13,2022,20000000
21.05,14,2022,230610000000
21.05,15,2022,24190000000
21.05,16,2022,27850000000
21.05,17,2022,7700000000
21.05,1,2023,663240000000
21.05,2,2023,8972860000000
21.05,3,2023,16820000000
21.05,4,2023,7090000000
21.05,5,2023,340000000
21.05,6,2023,724740000000
21.05,7,2023,307090000000
21.05,8,2023,16460000000
21.05,9,2023,13590000000
21.05,10,2023,75310000000
21.05,11,2023,17430000000
21.05,12,2023,76620000000
21.05,13,2023,20000000
21.05,14,2023,236990000000
21.05,15,2023,25090000000
21.05,16,2023,25950000000
21.05,17,2023,7850000000
21.05,1,2024,666460000000
21.05,2,2024,8272410000000
21.05,3,2024,16790000000
21.05,4,2024,7280000000
21.05,5,2024,350000000
21.05,6,2024,744480000000
21.05,7,2024,334790000000
21.05,8,2024,16170000000
21.05,9,2024,14170000000
21.05,10,2024,78610000000
21.05,11,2024,17430000000
21.05,12,2024,79060000000
21.05,13,2024,20000000
21.05,14,2024,244270000000
21.05,15,2024,25900000000
21.05,16,2024,26120000000
21.05,17,2024,8880000000
21.05,1,2025,660700000000
21.05,2,2025,9847390000000
21.05,3,2025,17150000000
21.05,4,2025,7390000000
21.05,5,2025,340000000
21.05,6,2025,767980000000
21.05,7,2025,358380000000
21.05,8,2025,17070000000
21.05,9,2025,14470000000
21.05,10,2025,80060000000
21.05,11,2025,16700000000
21.05,12,2025,80010000000
21.05,13,2025,20000000
21.05,14,2025,263870000000
21.05,15,2025,26480000000
21.05,16,2025,26500000000
21.05,17,2025,9020000000
21.04,1,2021,685750000000
21.04,2,2021,144910000000
21.04,3,2021,22480000000
21.04,4,2021,8410000000
21.04,5,2021,910000000
21.04,6,2021,598350000000
21.04,7,2021,630410000000
21.04,8,2021,38330000000
21.04,9,2021,67950000000
21.04,10,2021,123170000000
21.04,11,2021,26410000000
21.04,12,2021,77500000000
21.04,13,2021,30000000
21.04,14,2021,225710000000
21.04,15,2021,203070000000
21.04,16,2021,97090000000
21.04,17,2021,21090000000
21.04,1,2022,696170000000
21.04,2,2022,146560000000
21.04,3,2022,23140000000
21.04,4,2022,8730000000
21.04,5,2022,960000000
21.04,6,2022,628850000000
21.04,7,2022,661570000000
21.04,8,2022,42630000000
21.04,9,2022,73780000000
21.04,10,2022,128650000000
21.04,11,2022,27010000000
21.04,12,2022,80800000000
21.04,13,2022,30000000
21.04,14,2022,232990000000
21.04,15,2022,208010000000
21.04,16,2022,100750000000
21.04,17,2022,22180000000
21.04,1,2023,710880000000
21.04,2,2023,148180000000
21.04,3,2023,23950000000
21.04,4,2023,9520000000
21.04,5,2023,980000000
21.04,6,2023,648590000000
21.04,7,2023,692330000000
21.04,8,2023,50670000000
21.04,9,2023,88750000000
